"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"30366",46062,"Fresno europeo","19/09/2011 11:29","Medio (4 - 8 mts)",158,"Grande",-68.8220853028,-32.8732282253,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"26386",39903,"Morera","02/05/2011 11:45","Medio (4 - 8 mts)",150,"Grande",-68.843334718,-32.8746673731,1,"Parque Central",1655357.93265,"0","medio"
"4893",7485,"Morera","17/06/2011 09:58","Alto (> 8 mts)",150,"Grande",-68.8617995426,-32.8994040316,5,"Residencial Sur",2423808.92355,"1","medio"
"16107",24500,"Olmo comun","10/01/2011 12:24","Alto (> 8 mts)",180,"Grande",-68.8471728053,-32.9025575412,2,"Barrio Civico",2366816.36021,"0","alto"
"18095",27580,"Morera","28/10/2011 12:00","Medio (4 - 8 mts)",100,"Grande",-68.8387290181,-32.8919794846,3,"Parque O'Higgins",1531146.02653,"1","medio"
"11019",17004,"Fresno europeo","15/08/2011 11:00","Alto (> 8 mts)",140,"Grande",-68.8369705956,-32.8645755042,4,"Cuarta Oeste",1173332.70145,"0","medio"
"24493",37070,"Fresno europeo","04/04/2011 12:55","Medio (4 - 8 mts)",100,"Grande",-68.8571055645,-32.876909653,6,"Residencial Norte",2694682.37982,"0","medio"
"11429",17612,"Morera","19/07/2011 20:20","Alto (> 8 mts)",200,"Grande",-68.8434474031,-32.8662390219,4,"Cuarta Oeste",1173332.70145,"1","alto"
"14013",21409,"Olmo comun","10/05/2011 12:11","Alto (> 8 mts)",86,"Grande",-68.8559665222,-32.8922148837,5,"Residencial Sur",2423808.92355,"0","medio"
"30810",46730,"Morera","07/09/2011 14:02","Alto (> 8 mts)",145,"Grande",-68.8327070674,-32.8696604513,4,"Cuarta Oeste",1173332.70145,"0","medio"
"16997",25894,"Olmo comun","04/02/2011 13:35","Medio (4 - 8 mts)",98,"Grande",-68.8384159155,-32.9025955676,2,"Barrio Civico",2366816.36021,"0","medio"
"8256",12592,"Fresno europeo","14/01/2011 12:33","Medio (4 - 8 mts)",34,"Mediano",-68.8456581513,-32.8633495977,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"2329",3530,"Fresno europeo","05/09/2011 09:36","Muy bajo (1 - 2 mts)",8,"Chico",-68.8272894365,-32.8686819246,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"13370",20491,"Morera","01/06/2011 12:49","Alto (> 8 mts)",150,"Grande",-68.8599471484,-32.8980374513,5,"Residencial Sur",2423808.92355,"0","medio"
"13465",20623,"Morera","02/06/2011 12:16","Alto (> 8 mts)",90,"Grande",-68.8596867974,-32.8958160488,5,"Residencial Sur",2423808.92355,"0","medio"
"8368",12783,"Paraiso sombrilla","21/01/2011 09:44","Bajo (2 - 4 mts)",40,"Mediano",-68.8476039152,-32.8635766513,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"25580",38675,"Morera","16/12/2010 12:05","Alto (> 8 mts)",110,"Grande",-68.8518379903,-32.8716317816,6,"Residencial Norte",2694682.37982,"1","medio"
"31245",47406,"Morera","23/09/2011 14:54","Alto (> 8 mts)",185,"Grande",-68.8263575907,-32.8752573584,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"13955",21321,"Morera","15/06/2011 11:56","Alto (> 8 mts)",145,"Grande",-68.8539535184,-32.8991829891,5,"Residencial Sur",2423808.92355,"1","medio"
"5968",9140,"Paraiso","23/02/2011 13:03","Bajo (2 - 4 mts)",50,"Mediano",-68.8526341083,-32.8660090007,6,"Residencial Norte",2694682.37982,"0","bajo"
"1729",2621,"Morera","07/10/2011 13:53","Alto (> 8 mts)",120,"Grande",-68.8304959372,-32.8802184007,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"21386",32456,"Morera","24/05/2011 13:43","Alto (> 8 mts)",165,"Grande",-68.8512784594,-32.8885606758,5,"Residencial Sur",2423808.92355,"0","alto"
"27913",42265,"Morera","03/05/2011 11:34","Alto (> 8 mts)",98,"Grande",-68.838309714,-32.8759285379,1,"Parque Central",1655357.93265,"0","medio"
"26016",39328,"Morera","30/12/2010 10:15","Alto (> 8 mts)",180,"Grande",-68.8563684373,-32.871236494,6,"Residencial Norte",2694682.37982,"1","alto"
"26517",40096,"Morera","15/04/2011 09:08","Alto (> 8 mts)",140,"Grande",-68.8453175927,-32.8802081921,1,"Parque Central",1655357.93265,"0","medio"
"26947",40762,"Morera","19/04/2011 08:52","Medio (4 - 8 mts)",82,"Grande",-68.8416964033,-32.8844038681,1,"Parque Central",1655357.93265,"1","medio"
"25759",38965,"Morera","28/12/2010 11:53","Alto (> 8 mts)",120,"Grande",-68.8554804666,-32.8705617234,6,"Residencial Norte",2694682.37982,"0","medio"
"2770",4243,"Acacia SP","12/07/2011 18:51","Alto (> 8 mts)",110,"Grande",-68.8362041364,-32.8729625212,4,"Cuarta Oeste",1173332.70145,"0","medio"
"8443",12892,"Paraiso","18/01/2011 10:03","Alto (> 8 mts)",170,"Grande",-68.8456649664,-32.8634509053,4,"Cuarta Oeste",1173332.70145,"0","alto"
"18466",28117,"Fresno europeo","14/03/2011 17:03","Medio (4 - 8 mts)",38,"Mediano",-68.8466603157,-32.8923629095,2,"Barrio Civico",2366816.36021,"0","bajo"
"17403",26510,"Acer","04/11/2011 09:34","Bajo (2 - 4 mts)",30,"Mediano",-68.830903989,-32.891839846,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"8643",13195,"Morera","22/02/2011 09:42","Medio (4 - 8 mts)",70,"Grande",-68.8472548706,-32.8645427591,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"16298",24788,"Fresno europeo","15/02/2011 09:08","Alto (> 8 mts)",134,"Grande",-68.8397669052,-32.8960850451,2,"Barrio Civico",2366816.36021,"0","medio"
"11285",17407,"Morera","22/07/2011 09:39","Alto (> 8 mts)",120,"Grande",-68.840892342,-32.866045145,4,"Cuarta Oeste",1173332.70145,"0","medio"
"29647",44969,"Paraiso","29/08/2011 11:44","Alto (> 8 mts)",260,"Grande",-68.8250058665,-32.8694268218,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
"13061",20028,"Morera","10/08/2011 12:32","Alto (> 8 mts)",100,"Grande",-68.8339854466,-32.8681403287,4,"Cuarta Oeste",1173332.70145,"1","medio"
"17360",26444,"Acacia SP","09/11/2011 10:05","Alto (> 8 mts)",170,"Grande",-68.833702328,-32.891251458,3,"Parque O'Higgins",1531146.02653,"0","alto"
"13369",20490,"Morera","02/06/2011 09:52","Alto (> 8 mts)",140,"Grande",-68.8598836527,-32.8980422493,5,"Residencial Sur",2423808.92355,"0","medio"
"25484",38532,"Paraiso","22/12/2010 13:00","Medio (4 - 8 mts)",160,"Grande",-68.8531559812,-32.870797465,6,"Residencial Norte",2694682.37982,"0","medio"
"23041",34921,"Perenne","06/04/2011 10:55","Alto (> 8 mts)",250,"Grande",-68.8565387463,-32.8804592361,7,"Residencial Parque",1786336.08966,"0","muy alto"
"13261",20333,"lamo criollo","13/05/2011 11:11","Alto (> 8 mts)",280,"Grande",-68.8621143283,-32.8915330762,5,"Residencial Sur",2423808.92355,"0","muy alto"
"27985",42392,"Morera","29/09/2011 11:22","Medio (4 - 8 mts)",90,"Grande",-68.8336092418,-32.8753158134,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"2866",4396,"Fresno europeo","22/07/2011 09:24","Medio (4 - 8 mts)",72,"Grande",-68.8404889123,-32.869464394,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"4323",6636,"Morera","11/05/2011 10:38","Alto (> 8 mts)",110,"Grande",-68.8573197007,-32.892968469,5,"Residencial Sur",2423808.92355,"0","medio"
"11190",17273,"Perenne","05/08/2011 10:03","Muy bajo (1 - 2 mts)",5,"Chico",-68.8366677505,-32.8648666859,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"29824",45232,"Morera","29/09/2011 14:17","Alto (> 8 mts)",130,"Grande",-68.8227111041,-32.8734067474,4,"Cuarta Este Área Fundacional",1822015.85685,"1","medio"
"12138",18682,"Morera","05/07/2011 09:27","Alto (> 8 mts)",92,"Grande",-68.8362676968,-32.8737808545,4,"Cuarta Oeste",1173332.70145,"0","medio"
"13182",20207,"Fresno europeo","26/05/2011 13:19","Medio (4 - 8 mts)",85,"Grande",-68.8600691916,-32.8946491237,5,"Residencial Sur",2423808.92355,"0","medio"
"4314",6627,"Morera","11/05/2011 11:28","Alto (> 8 mts)",118,"Grande",-68.8584152786,-32.8927564543,5,"Residencial Sur",2423808.92355,"1","medio"
"24417",36966,"Fresno europeo","07/04/2011 17:18","Alto (> 8 mts)",88,"Grande",-68.8572255836,-32.8781219475,7,"Residencial Parque",1786336.08966,"0","medio"
"21741",33003,"Morera","18/05/2011 12:19","Alto (> 8 mts)",166,"Grande",-68.8523095056,-32.8881466893,5,"Residencial Sur",2423808.92355,"0","alto"
"849",1309,"Paraiso sombrilla","01/12/2011 12:24","Muy bajo (1 - 2 mts)",18,"Chico",-68.8785139486,-32.8667868663,8,"Aeroparque",2203364.73622,"0","bajo"
"14369",21945,"Paraiso","02/06/2011 13:19","Alto (> 8 mts)",106,"Grande",-68.8580157261,-32.8940524142,5,"Residencial Sur",2423808.92355,"0","medio"
"10774",16626,"Fresno europeo","26/07/2011 15:00","Alto (> 8 mts)",140,"Grande",-68.840037544,-32.8654752657,4,"Cuarta Oeste",1173332.70145,"0","medio"
"15919",24206,"Fresno americano","26/01/2011 10:40","Medio (4 - 8 mts)",80,"Grande",-68.8450448432,-32.9016583719,2,"Barrio Civico",2366816.36021,"0","bajo"
"14190",21673,"Fresno europeo","07/06/2011 12:24","Medio (4 - 8 mts)",110,"Grande",-68.8550589012,-32.8969042687,5,"Residencial Sur",2423808.92355,"0","medio"
"15818",24068,"Fresno europeo","21/01/2011 08:43","Alto (> 8 mts)",108,"Grande",-68.8463896135,-32.9010854744,2,"Barrio Civico",2366816.36021,"0","medio"
"6298",9615,"Morera","27/01/2011 12:37","Medio (4 - 8 mts)",146,"Grande",-68.8503972647,-32.8644811825,6,"Residencial Norte",2694682.37982,"0","medio"
"14769",22523,"Fresno europeo","17/06/2011 09:57","Medio (4 - 8 mts)",55,"Mediano",-68.8606652891,-32.8994045852,5,"Residencial Sur",2423808.92355,"0","bajo"
"19538",29692,"Fresno americano","02/03/2011 15:38","Alto (> 8 mts)",108,"Grande",-68.8417764051,-32.8942335474,2,"Barrio Civico",2366816.36021,"0","medio"
"30196",45813,"Fresno americano","01/09/2011 10:38","Bajo (2 - 4 mts)",40,"Mediano",-68.820437678,-32.8705362089,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"27048",40922,"Pltano","11/04/2011 16:11","Alto (> 8 mts)",176,"Grande",-68.8394126462,-32.8860247815,3,"Parque O'Higgins",1531146.02653,"0","alto"
"11609",17895,"Morera","01/08/2011 10:04","Alto (> 8 mts)",130,"Grande",-68.8360673605,-32.8672856925,4,"Cuarta Oeste",1173332.70145,"0","medio"
"253",402,"Ligustro","05/03/2012 11:13","Medio (4 - 8 mts)",125,"Grande",-68.8197675265,-32.8671984152,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"18125",27625,"Morera","07/11/2011 10:18","Alto (> 8 mts)",162,"Grande",-68.8387503389,-32.8951951222,2,"Barrio Civico",2366816.36021,"1","alto"
"6150",9401,"Ailanthus","08/02/2011 09:39","Alto (> 8 mts)",80,"Grande",-68.8571799481,-32.8667377155,6,"Residencial Norte",2694682.37982,"0","bajo"
"22817",34592,"Morera","17/01/2012 18:57","Medio (4 - 8 mts)",140,"Grande",-68.848803512,-32.8751545497,6,"Residencial Norte",2694682.37982,"0","medio"
"15803",24039,"Morera","21/01/2011 13:13","Alto (> 8 mts)",134,"Grande",-68.8463375566,-32.9016444898,2,"Barrio Civico",2366816.36021,"0","medio"
"13162",20175,"Fresno europeo","13/05/2011 09:33","Medio (4 - 8 mts)",57,"Mediano",-68.8600036673,-32.8925149906,5,"Residencial Sur",2423808.92355,"0","bajo"
"25517",38578,"Fresno europeo","17/12/2010 10:07","Medio (4 - 8 mts)",65,"Grande",-68.8519778006,-32.8716663017,6,"Residencial Norte",2694682.37982,"0","bajo"
"18602",28309,"Pltano","10/03/2011 15:10","Alto (> 8 mts)",112,"Grande",-68.8492673176,-32.8923088541,2,"Barrio Civico",2366816.36021,"1","medio"
"1085",1645,"Fresno europeo","23/11/2011 09:50","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8716285391,-32.8775658632,7,"Residencial Parque",1786336.08966,"0","bajo"
"15416",23454,"Fresno europeo","24/01/2011 20:03","Alto (> 8 mts)",142,"Grande",-68.8487535644,-32.9018695805,2,"Barrio Civico",2366816.36021,"0","medio"
"20822",31631,"Pltano","15/06/2011 09:21","Alto (> 8 mts)",250,"Grande",-68.8582819649,-32.8883637789,5,"Residencial Sur",2423808.92355,"0","muy alto"
"30067",45625,"Morera","22/09/2011 08:36","Alto (> 8 mts)",190,"Grande",-68.8212652309,-32.8713532466,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"25703",38871,"Morera","07/12/2010 13:48","Alto (> 8 mts)",160,"Grande",-68.8481859393,-32.8712541013,6,"Residencial Norte",2694682.37982,"0","medio"
"903",1381,"Acer","23/11/2011 11:18","Medio (4 - 8 mts)",50,"Mediano",-68.8707139307,-32.8786733371,7,"Residencial Parque",1786336.08966,"0","bajo"
"19220",29246,"Pltano","25/02/2011 09:11","Alto (> 8 mts)",290,"Grande",-68.8453335646,-32.8879313877,1,"Parque Central",1655357.93265,"0","muy alto"
"825",1276,"Acacia SP","05/12/2011 11:18","Bajo (2 - 4 mts)",40,"Mediano",-68.8785008073,-32.8686331954,8,"Aeroparque",2203364.73622,"0","bajo"
"8967",13693,"Morera","18/02/2011 12:29","Medio (4 - 8 mts)",55,"Mediano",-68.8530094167,-32.8650281508,6,"Residencial Norte",2694682.37982,"0","bajo"
"1228",1876,"Paraiso","15/11/2011 13:21","Medio (4 - 8 mts)",38,"Mediano",-68.8608554736,-32.870279883,7,"Residencial Parque",1786336.08966,"0","bajo"
"7866",11993,"Paraiso","12/05/2010 11:27","Alto (> 8 mts)",164,"Grande",-68.852446528,-32.8679410534,6,"Residencial Norte",2694682.37982,"0","alto"
"7543",11511,"Fresno europeo","22/02/2011 10:53","Alto (> 8 mts)",186,"Grande",-68.8527575887,-32.8664663686,6,"Residencial Norte",2694682.37982,"0","alto"
"30780",46687,"Fresno europeo","05/09/2011 12:57","Medio (4 - 8 mts)",47,"Mediano",-68.8327031334,-32.8703898265,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"4241",6518,"Paraiso","06/05/2011 12:15","Alto (> 8 mts)",115,"Grande",-68.8512984574,-32.8924145746,5,"Residencial Sur",2423808.92355,"0","medio"
"5542",8490,"Fresno europeo","14/02/2011 14:51","Bajo (2 - 4 mts)",32,"Mediano",-68.8344839713,-32.8972948599,2,"Barrio Civico",2366816.36021,"0","bajo"
"26197",39605,"Morera","25/10/2010 10:35","Alto (> 8 mts)",160,"Grande",-68.8481744063,-32.868744686,6,"Residencial Norte",2694682.37982,"1","medio"
"17488",26647,"Acacia SP","02/11/2011 09:46","Medio (4 - 8 mts)",110,"Grande",-68.8330411122,-32.8911861962,3,"Parque O'Higgins",1531146.02653,"0","medio"
"9828",15107,"Paraiso","18/11/2011 09:14","Bajo (2 - 4 mts)",30,"Mediano",-68.8592048861,-32.8686831672,6,"Residencial Norte",2694682.37982,"0","bajo"
"14760",22508,"Olmo comun","21/06/2011 10:29","Alto (> 8 mts)",180,"Grande",-68.8597939465,-32.9002101733,5,"Residencial Sur",2423808.92355,"0","alto"
"6224",9504,"Morera","03/02/2011 12:54","Alto (> 8 mts)",144,"Grande",-68.8534423643,-32.8643409194,6,"Residencial Norte",2694682.37982,"0","medio"
"14208",21700,"Morera","09/06/2011 11:51","Alto (> 8 mts)",125,"Grande",-68.8571430544,-32.8957198643,5,"Residencial Sur",2423808.92355,"1","medio"
"16693",25420,"Fresno europeo","14/02/2011 12:22","Medio (4 - 8 mts)",40,"Mediano",-68.8366709669,-32.9004582948,2,"Barrio Civico",2366816.36021,"0","bajo"
"265",419,"Paraiso sombrilla","06/03/2012 12:25","Medio (4 - 8 mts)",120,"Grande",-68.8179482172,-32.8673610858,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"16446",25019,"Paraiso","15/02/2011 09:17","Alto (> 8 mts)",81,"Grande",-68.835063075,-32.8968910817,2,"Barrio Civico",2366816.36021,"0","medio"
"29934",45407,"Morera","15/09/2011 16:03","Alto (> 8 mts)",140,"Grande",-68.8258739732,-32.8718162815,4,"Cuarta Este Área Fundacional",1822015.85685,"1","medio"
"15529",23634,"Fresno europeo","20/01/2011 19:08","Alto (> 8 mts)",130,"Grande",-68.8481216563,-32.9008000414,2,"Barrio Civico",2366816.36021,"0","medio"
"5522",8456,"Morera","09/02/2011 15:53","Alto (> 8 mts)",162,"Grande",-68.8355692085,-32.8988160978,2,"Barrio Civico",2366816.36021,"1","alto"
"9892",15224,"lamo blanco","16/11/2011 12:42","Alto (> 8 mts)",40,"Mediano",-68.8604854365,-32.8687782185,6,"Residencial Norte",2694682.37982,"0","bajo"
"17622",26842,"Morera","09/11/2011 11:30","Alto (> 8 mts)",168,"Grande",-68.8330211805,-32.892971516,3,"Parque O'Higgins",1531146.02653,"0","alto"
"27081",40968,"Morera","14/04/2011 15:36","Alto (> 8 mts)",168,"Grande",-68.8419335513,-32.88536561,1,"Parque Central",1655357.93265,"0","alto"
"27120",41035,"Morera","12/04/2011 10:17","Alto (> 8 mts)",138,"Grande",-68.8400119087,-32.8808467829,1,"Parque Central",1655357.93265,"1","medio"
"3790",5833,"Paraiso","03/05/2011 11:16","Medio (4 - 8 mts)",80,"Grande",-68.8433643198,-32.8737742022,1,"Parque Central",1655357.93265,"0","bajo"
"524",811,"Aguaribay","16/12/2011 11:37","Bajo (2 - 4 mts)",22,"Mediano",-68.8825801518,-32.8666943026,8,"Aeroparque",2203364.73622,"0","bajo"
"7524",11480,"Acer","06/01/2011 10:53","Alto (> 8 mts)",156,"Grande",-68.8435884634,-32.8625722185,4,"Cuarta Oeste",1173332.70145,"0","medio"
"18060",27516,"Morera","26/10/2011 10:00","Alto (> 8 mts)",120,"Grande",-68.8371244373,-32.8924814503,3,"Parque O'Higgins",1531146.02653,"0","medio"
"13884",21230,"Paraiso","10/05/2011 12:49","Alto (> 8 mts)",180,"Grande",-68.8525406142,-32.8934597982,5,"Residencial Sur",2423808.92355,"1","alto"
"29986",45483,"Morera","19/09/2011 10:19","Alto (> 8 mts)",160,"Grande",-68.8221942575,-32.8721751119,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"28836",43703,"Pltano","11/10/2011 09:33","Alto (> 8 mts)",260,"Grande",-68.8315167367,-32.8836797056,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
"3680",5653,"Pltano","02/05/2011 11:41","Bajo (2 - 4 mts)",18,"Chico",-68.8396332068,-32.8762200749,1,"Parque Central",1655357.93265,"0","bajo"
"17888",27238,"Pltano","26/10/2011 09:53","Alto (> 8 mts)",195,"Grande",-68.836293775,-32.8897071665,3,"Parque O'Higgins",1531146.02653,"0","alto"
"25878",39139,"Fresno europeo","15/01/2012 10:45","Bajo (2 - 4 mts)",64,"Grande",-68.8541044884,-32.8719709578,6,"Residencial Norte",2694682.37982,"0","bajo"
"22643",34323,"Morera","09/03/2011 09:24","Alto (> 8 mts)",152,"Grande",-68.851481829,-32.8746604202,6,"Residencial Norte",2694682.37982,"0","medio"
"2323",3520,"Morera","05/09/2011 09:49","Muy bajo (1 - 2 mts)",8,"Chico",-68.827248673,-32.8680257099,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"11188",17271,"Fresno americano","05/08/2011 10:19","Medio (4 - 8 mts)",34,"Mediano",-68.8366308549,-32.8647109149,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"3170",4856,"Fresno europeo","26/07/2011 15:30","Bajo (2 - 4 mts)",30,"Mediano",-68.8399204157,-32.865304086,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"18399",28021,"Pltano","04/11/2011 08:26","Alto (> 8 mts)",180,"Grande",-68.8353213128,-32.8935458451,3,"Parque O'Higgins",1531146.02653,"0","alto"
"7176",10941,"Morera","07/04/2011 16:07","Muy bajo (1 - 2 mts)",10,"Chico",-68.8587487012,-32.8799471172,7,"Residencial Parque",1786336.08966,"0","bajo"
"1738",2640,"Fresno europeo","21/10/2011 18:47","Bajo (2 - 4 mts)",12,"Chico",-68.8343105265,-32.8810530162,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"2096",3179,"Caducifolio","21/09/2011 11:12","Muy bajo (1 - 2 mts)",2,"Chico",-68.8310451534,-32.8752910089,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"10952",16895,"Paraiso","27/07/2011 13:59","Alto (> 8 mts)",170,"Grande",-68.8389902006,-32.8653850061,4,"Cuarta Oeste",1173332.70145,"0","alto"
"24173",36613,"Morera","15/06/2011 10:02","Medio (4 - 8 mts)",110,"Grande",-68.8578705013,-32.8828822133,7,"Residencial Parque",1786336.08966,"1","medio"
"3488",5361,"lamo blanco","25/04/2011 12:00","Medio (4 - 8 mts)",300,"Grande",-68.8431150583,-32.8784365353,1,"Parque Central",1655357.93265,"0","muy alto"
"13712",20986,"Morera","22/06/2011 11:44","Medio (4 - 8 mts)",60,"Mediano",-68.8645845724,-32.901194689,5,"Residencial Sur",2423808.92355,"0","bajo"
"3612",5547,"Morera","11/04/2011 09:43","Medio (4 - 8 mts)",58,"Mediano",-68.840993571,-32.8817435356,1,"Parque Central",1655357.93265,"0","bajo"
"29537",44806,"Morera","26/08/2011 10:41","Alto (> 8 mts)",168,"Grande",-68.8232883326,-32.8701346033,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"18300",27883,"Pltano","04/11/2011 07:38","Alto (> 8 mts)",180,"Grande",-68.8383093859,-32.8934142266,2,"Barrio Civico",2366816.36021,"0","alto"
"26329",39812,"Paraiso","05/05/2011 09:42","Alto (> 8 mts)",160,"Grande",-68.8479410832,-32.8835921267,1,"Parque Central",1655357.93265,"0","medio"
"27174",41119,"Pltano","02/05/2011 14:47","Alto (> 8 mts)",166,"Grande",-68.839967906,-32.8828573055,1,"Parque Central",1655357.93265,"0","alto"
"21568",32724,"Fresno europeo","17/05/2011 13:18","Medio (4 - 8 mts)",100,"Grande",-68.8532809343,-32.8862074608,5,"Residencial Sur",2423808.92355,"0","medio"
"22572",34219,"Morera","23/03/2011 10:42","Medio (4 - 8 mts)",120,"Grande",-68.8523995205,-32.8754833102,6,"Residencial Norte",2694682.37982,"0","medio"
"30014",45533,"Fresno europeo","19/09/2011 10:22","Alto (> 8 mts)",250,"Grande",-68.821206839,-32.8727631416,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
"19477",29604,"Olmo comun","03/03/2011 13:17","Medio (4 - 8 mts)",97,"Grande",-68.8443600416,-32.8909501255,2,"Barrio Civico",2366816.36021,"0","medio"
"15052",22940,"Jacarand","19/05/2011 15:40","Medio (4 - 8 mts)",36,"Mediano",-68.8548960185,-32.9004473031,5,"Residencial Sur",2423808.92355,"0","bajo"
"29145",44196,"Acacia SP","17/10/2011 09:57","Alto (> 8 mts)",135,"Grande",-68.8346590578,-32.8824684792,3,"Parque O'Higgins",1531146.02653,"0","medio"
"1804",2743,"Olmo comun","14/10/2011 11:40","Alto (> 8 mts)",240,"Grande",-68.8301210073,-32.8850835123,3,"Parque O'Higgins",1531146.02653,"0","alto"
"7126",10862,"Morera","17/03/2011 13:21","Medio (4 - 8 mts)",70,"Grande",-68.8513048127,-32.8782077656,6,"Residencial Norte",2694682.37982,"0","bajo"
